ID,var_rpta_alt,Prob_uno
535691#671698#408644,0,0.09
196917#612600#467742,0,0.17
470709#868901#211441,0,0.08
553856#868977#211365,1,0.96
117110#452887#627462,0,0.76
320435#122978#964841,0,0.33
311904#666507#413835,0,0.23
151602#960184#120158,1,1.0
309901#28116#885158,0,0.02
426463#283247#799808,1,1.0
43148#651306#429036,0,0.04
148678#945245#135097,1,0.75
580855#726180#354162,0,0.28
269767#985167#95175,0,0.14
394542#602112#478230,0,0.02
310203#29608#728744,0,0.06
518258#641689#438653,0,0.02
523379#1026094#54248,1,0.25
249799#1010798#69544,1,0.99
210747#361701#718160,1,0.98
469926#46538#1058292,1,0.12
327367#338385#742255,1,0.99
30695#471884#608458,0,0.05
172919#674259#406083,1,0.99
275614#789857#290485,0,0.35
257831#714941#365401,0,0.06
537913#492437#587905,1,1.0
526396#545711#534631,0,0.09
385743#757760#322582,1,0.99
231120#1037932#42410,1,1.0
482631#999290#81052,0,0.14
436931#1069834#10508,0,0.2
151654#224590#858222,0,0.06
529489#565411#514931,1,1.0
218152#822805#257537,1,0.96
569784#842637#237705,0,0.03
615348#101216#986556,1,0.68
94461#784986#295356,1,0.97
231807#733066#347276,0,0.07
364304#869303#211039,0,0.25
468228#444921#635409,0,0.55
314959#22607#1013753,0,0.1
156929#835065#245277,0,0.21
605296#639200#441142,1,0.05
554414#313471#769665,0,0.03
404842#1059976#20366,1,1.0
104731#484266#596076,1,0.7
292696#2925#1078020,1,0.07
518671#387994#691857,1,0.96
88901#688737#391605,0,0.45
132002#82690#1022561,0,0.58
285966#853268#227074,0,0.06
465021#482201#598141,1,0.13
249497#499740#580602,0,0.25
426052#98350#989416,1,0.86
88559#400852#679058,1,1.0
435906#28352#884488,0,0.23
56319#955620#124722,0,0.2
573392#130313#957532,0,0.27
271612#833856#246486,0,0.28
38717#925508#154834,0,0.05
45979#154952#933162,1,0.82
146197#256816#826163,0,0.19
606103#316688#766454,0,0.06
560368#668513#411829,0,0.03
266807#512265#568077,0,0.19
154640#457103#623219,0,0.15
262736#699015#381327,0,0.22
102130#816231#264111,1,0.98
96582#663297#417045,1,0.91
405757#600396#479946,0,0.4
79634#156042#932055,0,0.11
548667#378427#701429,1,0.99
548297#1044114#36228,0,0.19
123625#832231#248111,0,0.15
428092#1021560#58782,0,0.16
438665#305787#777323,1,0.22
525037#661676#418666,1,0.91
469027#355599#724265,1,0.95
534156#697056#383286,0,0.08
325910#142329#945766,1,1.0
369399#315201#767936,1,1.0
417829#178396#909725,1,0.03
443162#721418#358924,1,0.99
599600#1016443#63899,1,0.38
293674#965796#114546,1,1.0
553280#388294#691561,1,0.97
2305#947562#132780,0,0.14
586464#35183#1069871,1,1.0
489072#817607#262735,1,1.0
470401#12441#1077137,0,0.01
112601#844620#235722,0,0.22
532385#485373#594969,1,0.99
274378#607653#472689,0,0.33
147114#310916#772221,1,0.95
1052#620873#459469,1,0.21
486514#707781#372561,1,1.0
202508#836499#243843,0,0.17
165645#353037#726834,0,0.37
323902#755899#324443,0,0.07
448885#786481#293861,1,0.77
110649#399103#680811,1,0.98
304472#519891#560451,0,0.27
610805#867671#212671,0,0.19
77363#349973#730788,1,0.87
565912#64357#1040646,0,0.06
344088#889704#190638,0,0.03
295396#696348#383994,0,0.38
555391#434654#645525,0,0.11
374175#960274#120068,0,0.36
162516#732321#348021,1,0.75
406750#547151#533191,0,0.28
606201#340252#740388,1,1.0
474964#876837#203505,1,0.99
545378#808459#271883,1,0.27
304043#357981#721880,0,0.12
605246#709425#370917,0,0.23
315681#963811#116531,0,0.13
179589#262037#820946,0,0.19
244628#555580#524762,0,0.09
563262#692275#388067,0,0.14
101464#133495#954487,1,0.89
315944#1532#1078442,0,0.04
151846#834485#245857,0,0.13
201781#33712#1071318,0,0.16
110398#209652#873085,1,0.73
323066#774065#306277,0,0.12
66472#491634#588708,1,0.99
528138#1049839#30503,0,0.13
578556#312482#770662,0,0.15
379338#149859#938232,1,0.64
164955#179082#909040,1,0.97
510243#210059#872677,1,0.76
600229#496233#584109,1,0.27
605518#709715#370627,1,1.0
242008#624854#455488,0,0.18
137356#955347#124995,1,0.98
621516#401854#678060,1,1.0
23623#432272#647805,1,0.97
197003#801874#278468,1,0.85
356874#65995#1039030,1,0.98
307937#522758#557584,1,0.92
171942#396926#682978,1,1.0
630988#370519#709327,1,1.0
398744#63021#1041964,0,0.22
132006#443924#636399,1,1.0
79443#798680#281662,1,1.0
18890#653917#426425,1,0.41
294644#84251#1021005,0,0.09
418010#66704#1038326,0,0.17
38996#417206#662790,1,0.94
451733#755038#325304,1,0.97
105114#496066#584276,0,0.09
548190#424855#655122,1,0.97
209521#106294#981489,0,0.11
465696#60007#1044971,0,0.06
583011#291635#791427,0,0.13
44864#242225#840790,0,0.15
224531#820800#259542,0,0.15
29960#968086#112256,1,0.95
267618#330602#751434,0,0.11
519852#635698#444644,0,0.26
449399#888241#192101,1,0.91
323731#1064122#16220,0,0.02
254662#740837#339505,0,0.15
618449#467475#612867,0,0.04
288152#48933#1055895,1,1.0
360145#626584#453758,1,1.0
23726#559853#520489,1,0.26
118483#660752#419590,0,0.09
184433#80022#1025182,0,0.06
134080#537226#543116,0,0.36
101415#304011#779094,1,0.97
112148#972800#107542,0,0.2
342311#204160#881092,0,0.1
559920#670362#409980,0,0.32
320998#367262#712597,1,0.2
181229#454322#626024,0,0.58
86921#823984#256358,1,1.0
420769#259374#823613,1,1.0
602827#204053#881197,1,0.95
155071#870825#209517,0,0.03
406348#63615#1041382,0,0.07
82869#415444#664510,1,0.96
480500#622518#457824,0,0.26
32239#467605#612737,1,0.99
379589#75861#1029207,0,0.18
183764#708311#372031,1,0.32
259391#602848#477494,0,0.03
139600#829732#250610,0,0.04
527947#634905#445437,0,0.22
232715#728346#351996,1,0.87
338378#254474#828520,0,0.41
282325#853295#227047,0,0.9
138721#974519#105823,1,0.98
368074#976701#103641,1,0.3
160936#1075777#4565,0,0.33
617570#978319#102023,0,0.29
623815#885390#194952,0,0.06
258091#1000308#80034,1,0.99
289207#993175#87167,0,0.12
215154#479415#600927,1,0.98
617704#660896#419446,1,0.99
326530#38522#1066565,1,0.98
532506#841906#238436,1,0.19
42823#333870#746712,0,0.05
264691#522873#557469,0,0.06
39361#10282#1009808,0,0.02
283170#1059268#21074,1,1.0
167231#574278#506064,1,0.3
59218#733810#346532,1,0.95
552831#548859#531483,0,0.34
480788#870683#209659,1,0.14
400293#801106#279236,0,0.05
154811#285058#797995,0,0.24
53059#372640#707213,1,1.0
269656#601995#478347,0,0.03
165971#44298#1060520,1,1.0
327901#624070#456272,1,1.0
215228#716770#363572,1,0.74
12976#215570#867193,1,0.98
40845#816578#263764,1,1.0
259885#467784#612558,1,0.96
602933#358459#721403,1,1.0
331089#1016048#64294,0,0.21
503455#124067#963761,1,1.0
317734#1065439#14903,0,0.13
191316#210218#872520,1,0.97
413258#388318#691537,1,0.99
547091#839193#241149,0,0.11
225951#623553#456789,0,0.01
287126#10776#1075432,0,0.09
150176#567769#512573,1,0.98
427199#956939#123403,1,0.99
127196#80861#1024390,0,0.82
470083#636902#443440,1,1.0
497930#634056#446286,1,1.0
115289#985035#95307,1,0.38
580548#634374#445968,1,0.22
352079#820458#259884,0,0.01
577175#654229#426113,0,0.12
613618#689919#390423,1,1.0
552861#286972#796087,1,0.39
398148#902796#177546,0,0.01
53528#339594#741051,0,0.07
481205#271349#811663,1,0.62
456881#709939#370403,1,1.0
541030#1022681#57661,1,1.0
26565#721920#358422,0,0.37
54640#1068857#11485,1,0.25
161854#587200#493142,0,0.17
345374#299933#783179,1,0.95
579032#152577#935520,0,0.03
43448#794697#285645,1,0.5
586400#157157#930942,0,0.05
147799#1033811#46531,0,0.35
284380#782316#298026,1,0.97
604334#463771#616571,1,0.99
378052#814747#265595,0,0.34
629680#359443#720418,1,1.0
121052#565646#514696,1,0.14
478791#872394#207948,1,1.0
589324#42139#1062964,0,0.2
122825#94919#992857,0,0.08
119421#610838#469504,1,0.98
607534#74798#1030255,0,0.08
588686#788407#291935,0,0.3
413357#909611#170731,0,0.25
568834#130922#956929,1,0.98
91340#478805#601537,0,0.11
173135#537811#542531,0,0.04
61180#483367#596975,0,0.12
242188#988314#92028,0,0.26
306874#32188#878322,0,0.01
40249#427041#652940,0,0.21
303462#942454#137888,0,0.23
522781#1035527#44815,0,0.18
407732#754975#325367,0,0.19
113968#734475#345867,0,0.15
550569#1003335#77007,0,0.56
117909#149175#938914,0,0.04
542032#672309#408033,1,1.0
21557#366895#712964,0,0.03
291386#817128#263214,0,0.08
304755#340964#739679,0,0.05
401645#195861#892395,1,1.0
509#34257#1070777,1,0.98
349672#426855#653128,1,1.0
372150#426019#653955,1,0.98
67014#471965#608377,1,1.0
342390#1016072#64270,0,0.23
459189#392842#687065,0,0.18
174780#384539#702999,0,0.05
25901#1047649#32693,1,0.99
576045#872135#208207,1,1.0
155726#1072864#7478,0,0.37
522503#202382#882852,1,0.68
242550#558883#521459,0,0.32
549213#263332#819657,0,0.13
48193#565428#514914,1,0.99
399034#426354#653624,1,1.0
469288#54766#1050182,0,0.03
60768#1032842#47500,0,0.21
42841#90419#1014913,0,0.17
441503#65369#1039647,1,0.1
163502#383691#696163,1,0.91
79433#137928#950177,1,1.0
398982#383074#696776,1,1.0
41370#531978#548364,0,0.32
344263#699626#380716,1,1.0
327251#72503#1032553,0,0.19
452512#373208#706645,1,0.69
422411#201395#886875,1,0.27
146436#377534#702328,1,0.94
159262#344250#736428,0,0.05
630112#307138#775985,0,0.12
395506#229904#852928,0,0.46
457571#244032#838967,0,0.04
618020#83701#1021548,1,0.91
96229#751593#328749,1,1.0
88743#916851#163491,0,0.06
364639#320442#762715,0,0.34
130902#387394#692458,0,0.07
96164#517863#562479,0,0.03
252606#789890#290452,1,0.99
400682#78269#1026847,0,0.23
150465#426246#653732,1,1.0
374916#597554#482788,1,0.99
600229#681789#398553,1,0.64
92195#708740#371602,0,0.45
280070#267032#815978,1,0.5
299692#728325#352017,0,0.16
129567#556491#523851,1,0.06
423660#224100#858703,1,1.0
625310#455808#624528,0,0.04
198356#385733#694119,0,0.06
444257#266288#816714,1,0.98
330612#645452#434890,1,0.32
33507#697121#383221,0,0.22
576293#418697#661299,0,0.03
115819#496237#584105,0,0.11
485798#873553#206789,0,0.06
14592#521750#558592,0,0.12
266990#179862#908261,0,0.16
499600#422822#657162,0,0.39
80058#830644#249698,1,0.98
590273#943483#136859,1,1.0
163809#951542#128800,1,1.0
272961#199916#888353,0,0.28
55055#445868#634463,1,0.82
12611#1044260#36082,1,1.0
253328#24499#1006706,0,0.04
314712#19703#1000638,0,0.01
246443#948514#131828,1,0.07
9413#258728#824260,1,1.0
522936#256918#826058,1,1.0
409612#244143#838857,0,0.14
173263#137274#950831,1,0.96
582370#883752#196590,0,0.02
120455#514256#566086,1,1.0
595441#387401#692451,0,0.38
219609#1064735#15607,1,0.76
610187#536746#543596,0,0.29
612610#1033841#46501,0,0.04
388245#1061582#18760,0,0.08
233356#808941#271401,1,1.0
142798#544103#536239,0,0.05
2107#852092#228250,1,0.99
210125#276438#806591,0,0.2
457410#1009485#70857,0,0.1
394356#51846#1053099,0,0.62
542489#354109#725752,0,0.01
305497#733902#346440,0,0.07
427877#1054324#26018,0,0.24
179885#344096#736581,1,1.0
28736#359311#720552,0,0.06
119250#427771#652213,0,0.03
196422#212669#870087,1,0.96
63310#288173#794894,0,0.15
476120#478839#601503,1,0.99
235614#438970#641333,1,1.0
397585#615345#464997,1,0.42
239379#711393#368949,0,0.06
263096#614461#465881,1,0.98
298986#1055146#25196,0,0.87
360092#69938#1035112,1,0.1
420905#883874#196468,1,0.95
153160#1022078#58264,1,1.0
410859#491386#588956,0,0.06
62654#668242#412100,0,0.17
503955#364727#715126,0,0.27
496756#736666#343676,1,0.97
103112#171501#916632,0,0.11
252321#725797#354545,1,0.95
602741#796918#283424,1,0.99
85286#168652#919480,0,0.08
69871#2295#1009147,1,0.93
196342#506486#573856,0,0.13
273599#716200#364142,1,0.29
631866#67434#1037602,1,0.98
115981#415843#664125,0,0.57
43368#385158#694698,0,0.04
602129#666398#413944,0,0.26
203203#495032#585310,1,0.94
66655#824323#256019,0,0.11
559029#696523#383819,1,1.0
306800#29378#728526,0,0.03
412482#104552#983219,0,0.05
205798#283701#799351,0,0.9
202438#441683#638627,0,0.24
24335#312336#770808,0,0.27
296985#588006#492336,0,0.2
50652#251627#831374,1,1.0
58652#149939#938154,1,0.98
75389#748928#331414,1,1.0
556972#38507#1066580,1,0.98
148616#328241#754909,1,0.93
114173#1071908#8434,0,0.3
74745#702357#377985,1,0.83
278116#237699#845277,0,0.07
585733#152447#935651,0,0.12
138652#420934#659054,1,0.98
8166#591818#488524,0,0.13
177309#472559#607783,0,0.01
613805#912358#167984,1,0.57
165159#620420#459922,1,0.96
34155#394971#684940,0,0.75
581388#58904#1046071,1,0.98
450705#220518#862275,0,0.09
119955#557430#522912,1,0.99
275480#989155#91187,0,0.11
365219#767751#312591,1,1.0
585460#845040#235302,0,0.06
457086#508262#572080,0,0.25
266022#648405#431937,1,1.0
100516#101921#985850,1,0.97
630546#17586#1074570,0,0.06
303348#944183#136159,1,0.99
139012#1001261#79081,1,0.99
539399#81555#1023692,0,0.7
216144#416237#663744,0,0.21
628011#143219#944885,1,1.0
83576#458952#621393,1,0.08
208469#671531#408811,1,0.52
148851#699190#381152,0,0.33
373859#223932#858869,1,0.99
231573#235966#846937,0,0.06
382195#400574#679333,0,0.42
440506#23628#1011230,1,0.09
339017#944838#135504,1,0.24
607702#683397#396945,0,0.05
198305#956480#123862,0,0.04
57453#34086#1070945,1,0.58
292696#1033153#47189,1,0.24
229697#324056#759076,0,0.03
297278#19438#1004412,0,0.14
558360#338298#742339,0,0.09
563850#690906#389436,0,0.15
605425#10733#1010830,0,0.19
288172#570786#509556,0,0.22
482991#534953#545389,1,0.96
247493#746392#333950,0,0.11
232464#405270#674653,1,0.97
441042#814263#266079,1,0.32
139149#191205#897033,0,0.21
464207#173843#914273,0,0.1
512957#450943#629420,0,0.23
75377#159008#929103,1,0.94
617617#271187#811825,0,0.12
113478#37970#1067111,0,0.33
106957#884240#196102,0,0.03
515839#588204#492138,0,0.32
50321#483708#596634,1,1.0
191935#979057#101285,1,0.99
516200#794630#285712,0,0.05
370991#965451#114891,0,0.06
405458#155876#932221,1,0.32
387565#963985#116357,1,0.83
606749#508633#571709,1,0.97
263307#766827#313515,1,0.24
527860#779126#301216,1,1.0
78235#298117#784986,1,0.98
462654#241309#841714,0,0.12
364268#1050127#30215,1,0.97
432054#956723#123619,0,0.3
308269#32519#876724,0,0.0
626845#877522#202820,0,0.12
192701#131228#956622,1,0.99
234302#623481#456861,1,0.31
274510#407310#672607,0,0.07
468366#517491#562851,0,0.19
190995#466486#613856,0,0.21
336894#54142#1050804,1,0.99
23726#559875#520467,1,0.29
87414#514952#565390,1,1.0
631622#990220#90122,0,0.22
532418#869001#211341,0,0.13
286922#858060#222282,1,0.53
591101#101402#986371,0,0.13
75808#87362#1017905,0,0.1
58602#986334#94008,1,1.0
341086#899871#180471,0,0.01
23010#290174#792882,0,0.2
208770#107889#979905,1,1.0
392102#55262#1049691,0,0.06
605677#471014#609328,1,1.0
560902#368034#711828,1,0.94
258714#483855#596487,0,0.05
351074#269799#813212,0,0.22
545403#372921#706934,0,0.24
43672#991557#88785,1,0.9
227613#796581#283761,1,0.97
189586#713090#367252,1,0.41
45591#1025086#55256,0,0.01
297294#539845#540497,0,0.23
344648#899487#180855,1,0.92
306740#29988#1008277,0,0.01
465555#922921#157421,0,0.12
452754#506267#574075,1,0.95
524841#275257#807771,1,1.0
473582#641584#438758,0,0.07
200120#884821#195521,0,0.05
48548#1049835#30507,0,0.09
286543#669772#410570,1,0.98
314959#22607#1002443,0,0.15
331044#140858#947243,1,0.18
36601#975444#104898,0,0.07
122636#302871#780244,0,0.19
265463#186378#901773,0,0.16
453212#783978#296364,1,0.63
597351#666140#414202,0,0.11
62498#361022#718841,1,0.98
165615#553110#527232,1,0.37
79443#735683#344659,1,1.0
529562#874943#205399,0,0.03
632531#971847#108495,0,0.31
384174#94151#993627,0,0.29
106340#1034218#46124,0,0.14
518476#637153#443189,1,1.0
83977#463790#616552,1,1.0
153159#735251#345091,1,0.77
507883#532542#547800,0,0.09
314517#784661#295681,0,0.16
297879#1024915#55427,0,0.27
205555#83591#1021654,1,0.89
50599#902724#177618,0,0.57
1609#46419#1058410,0,0.06
30944#1018656#61686,1,0.96
285540#876689#203653,1,1.0
356609#96088#991684,0,0.3
409590#1005949#74393,0,0.08
257053#524280#556062,1,0.92
308353#29127#728272,0,0.02
450532#184267#903873,1,0.99
170016#747650#332692,1,0.19
538420#837652#242690,0,0.07
356428#259907#823074,0,0.08
606802#709408#370934,0,0.19
150107#532930#547412,1,1.0
188079#495131#585211,1,0.98
412481#461137#619200,0,0.13
127344#455256#625084,0,0.08
453533#68516#1036525,1,0.81
455570#357361#722503,0,0.12
368296#392991#686916,1,0.79
32312#479584#600758,1,1.0
573366#383591#696262,1,0.89
254951#757171#323171,1,0.98
234682#497842#582500,1,0.98
42134#762126#318216,0,0.15
112517#112263#975548,1,0.99
418114#172482#915642,1,1.0
525563#635351#444991,1,0.12
511466#954234#126108,1,1.0
549831#312359#770785,0,0.03
522667#739479#340863,0,0.29
541937#779877#300465,0,0.05
140779#950162#130180,1,0.07
231140#732450#347892,1,0.74
126487#308381#774740,1,1.0
134852#472780#607562,0,0.04
413147#360814#719049,1,0.84
259346#603842#476500,1,1.0
298633#233029#849802,1,0.99
300835#991027#89315,1,0.99
491398#628217#452125,1,0.92
584667#202479#882754,1,0.99
97041#1058439#21903,0,0.1
39712#833368#246974,0,0.08
184130#740884#339458,0,0.2
35683#727027#353315,0,0.33
489174#958461#121881,0,0.04
376200#519556#560786,0,0.2
486274#105843#981937,0,0.05
383934#177394#910720,0,0.15
406539#822766#257576,1,1.0
21831#431994#648072,1,1.0
561409#738891#341451,0,0.31
155597#1041636#38706,0,0.18
36727#282083#800969,0,0.12
571572#779501#300841,1,1.0
536396#157817#930285,1,1.0
409572#526379#553963,0,0.09
453192#540229#540113,0,0.15
143925#173222#914901,1,0.91
153082#778249#302093,1,1.0
413044#62027#1042958,0,0.07
354683#906425#173917,1,0.98
516707#926870#153472,0,0.02
415029#396800#683104,1,1.0
1082#493153#587189,1,0.83
2147#801504#278838,1,0.22
631689#144583#943517,1,0.85
428253#170291#917846,0,0.12
464042#1919#1010441,1,0.97
216573#842639#237703,0,0.69
103846#162552#925560,1,0.75
410706#1043862#36480,1,0.91
597890#737597#342745,0,0.04
112472#358379#721485,1,1.0
27927#220933#861857,0,0.1
525696#869725#210617,1,1.0
328184#587310#493032,1,0.99
403832#1060808#19534,0,0.21
191858#307332#775791,1,0.99
359046#225265#857544,0,0.18
189348#47584#1057241,0,0.11
106821#142243#945856,0,0.28
28731#625101#455241,0,0.03
58195#622982#457360,1,0.22
587025#105868#981912,0,0.11
511453#444364#635962,0,0.12
494060#879011#201331,1,1.0
183543#748866#331476,0,0.34
176320#100714#987067,0,0.07
593568#312905#770233,0,0.1
383662#429702#650299,1,1.0
284080#571277#509065,0,0.23
169054#39671#1065423,1,1.0
166038#7035#1075512,1,1.0
564643#384377#695480,1,1.0
228149#857120#223222,1,1.0
136865#755452#324890,1,1.0
434763#332927#747648,1,0.98
153648#568220#512122,1,0.96
47648#778613#301729,1,0.98
37747#748450#331892,0,0.09
35554#346142#734561,0,0.21
95932#633205#447137,1,0.93
521202#119795#968032,1,0.96
61556#695516#384826,0,0.15
608592#504262#576080,0,0.11
194715#109275#978524,1,1.0
78894#158540#929571,0,0.07
389560#843341#237001,1,0.69
172114#354152#725709,0,0.2
312393#31273#884501,0,0.0
243338#348935#731812,1,0.92
425559#144374#943727,1,1.0
589812#830457#249885,1,1.0
60695#772202#308140,1,0.99
374738#39494#1065600,0,0.09
61758#1032829#47513,0,0.06
377388#160296#927805,1,0.99
397088#338725#741914,0,0.05
580393#1038105#42237,1,1.0
148138#142943#945154,1,1.0
561381#498354#581988,1,0.92
140361#342610#738049,1,0.61
450088#905221#175121,0,0.03
588347#497318#583024,1,0.38
84759#402093#677824,0,0.64
454779#541658#538684,0,0.35
409319#202169#883069,1,1.0
338815#370737#709111,1,0.99
228661#735999#344343,0,0.25
323678#54288#1050657,0,0.09
598646#305327#777776,1,0.97
409873#141595#946503,1,1.0
525169#1027327#53015,1,0.99
166688#1054340#26002,1,0.98
262193#976831#103511,1,0.7
603495#496919#583423,1,1.0
87445#887060#193282,0,0.05
160751#953852#126490,0,0.09
388263#752038#328304,0,0.18
596135#300691#782423,1,0.91
604123#54775#1050173,0,0.27
178403#348762#731987,1,0.81
350930#956543#123799,0,0.21
74258#1037920#42422,0,0.16
621806#736857#343485,1,0.99
183275#464123#616219,1,0.87
5068#587094#493248,0,0.13
108683#695002#385340,1,0.42
158993#958245#122097,0,0.16
247693#769484#310858,1,0.97
73029#558978#521364,0,0.31
415940#554040#526302,0,0.17
384155#138617#949481,1,1.0
588935#746700#333642,1,0.73
487935#12743#1075145,0,0.09
36963#640854#439488,1,0.21
509764#55063#1049889,0,0.12
534655#144647#943454,1,0.99
392439#504189#576153,1,0.21
601072#228746#854086,1,0.93
146053#963652#116690,1,0.48
196287#1005147#75195,0,0.16
35465#480667#599675,0,0.07
533793#499539#580803,0,0.12
171486#336900#743692,0,0.18
448594#878427#201915,1,0.26
452843#99554#988229,1,1.0
339988#56630#1048319,1,0.26
514406#630878#449464,1,0.98
560270#424162#655823,0,0.18
57303#751908#328434,1,0.99
61474#696238#384104,0,0.21
182906#398260#681645,1,0.9
200585#532732#547610,0,0.24
274307#997380#82962,1,0.77
304086#776983#303359,1,0.78
199744#1042028#38314,1,0.99
291058#802091#278251,0,0.33
246024#723949#356393,1,1.0
73241#715322#365020,1,1.0
92195#708703#371639,0,0.57
35547#338202#742436,0,0.03
243983#821453#258889,0,0.26
380487#412492#667424,0,0.21
228425#878658#201684,0,0.04
445095#286295#796766,1,0.78
126080#877490#202852,0,0.01
122537#626230#454112,1,0.99
474702#1026597#53745,0,0.21
397766#191039#897200,0,0.11
28588#410315#669609,1,0.44
255988#464097#616245,1,1.0
34201#481127#599215,0,0.09
472741#1049871#30471,1,0.62
498015#553572#526770,1,0.97
539844#1044431#35911,0,0.45
378781#280787#802257,1,1.0
250834#209401#873328,0,0.03
526781#1049862#30480,0,0.06
327042#63418#1041577,1,1.0
421692#298034#785071,0,0.01
256973#789849#290493,0,0.29
79239#720593#359749,0,0.08
559179#523818#556524,1,0.99
575852#504609#575733,1,0.99
548199#1058890#21452,1,1.0
409915#636141#444201,0,0.16
611533#274447#808575,1,0.99
193245#606727#473615,1,0.36
309764#31119#884611,0,0.02
467743#517483#562859,0,0.06
220637#10129#1075930,0,0.03
491874#555904#524438,1,0.94
416156#593103#487239,0,0.1
392180#849994#230348,1,1.0
619541#319653#763497,1,0.9
290661#132139#955766,0,0.16
469804#870254#210088,0,0.14
316443#1975#1072595,0,0.08
170640#1022183#58159,0,0.22
44298#83858#1021392,0,0.24
597508#729705#350637,1,0.28
434574#585775#494567,1,0.34
43401#1040313#40029,0,0.25
533550#959935#120407,1,0.32
392025#512469#567873,0,0.1
376014#827243#253099,1,0.95
433548#251246#831752,0,0.18
414361#841560#238782,1,0.61
615832#158682#929430,0,0.15
394632#991316#89026,1,0.96
315443#22142#884998,0,0.03
140478#119196#968632,1,0.13
599010#841986#238356,1,0.99
624909#445921#634410,1,1.0
300237#202681#882557,1,0.99
501616#348870#731878,0,0.07
593450#1063005#17337,1,0.99
564281#689998#390344,0,0.17
62397#496718#583624,1,0.28
58045#707500#372842,0,0.13
620445#123640#964184,1,1.0
2546#225459#857349,0,0.28
513545#48025#1056802,1,0.16
228255#951865#128477,0,0.08
295506#655673#424669,1,0.69
388163#234672#848195,0,0.13
465095#151508#936588,1,0.99
162480#303618#779488,1,1.0
463986#710117#370225,1,0.96
268672#405700#674220,0,0.1
488276#27481#884650,1,0.7
192792#471294#609048,1,0.77
532694#136552#951550,0,0.02
163033#139067#949031,0,0.2
369887#692406#387936,1,0.98
551936#775221#305121,1,0.22
266764#562209#518133,1,0.26
586099#143680#944420,1,1.0
259386#965976#114366,0,0.22
341674#318462#764675,1,0.91
452766#905249#175093,0,0.09
544910#360050#719812,1,0.98
25376#1071935#8407,0,0.49
612018#270561#812445,0,0.08
450749#247000#835998,1,0.82
135571#897646#182696,1,1.0
284037#36784#1068277,1,0.87
582368#828407#251935,0,0.25
56284#956693#123649,1,0.76
63112#658753#421589,1,1.0
90042#701811#378531,1,0.73
32056#236858#846082,1,1.0
410391#623498#456844,1,1.0
473368#266406#816594,1,0.86
224602#967172#113170,1,0.29
583021#878331#202011,1,0.98
398730#113144#974669,1,1.0
2567#624570#455772,0,0.19
20936#320507#762650,1,0.3
184550#1043063#37279,1,0.8
541088#1013117#67225,0,0.15
60217#655692#424650,0,0.07
49611#392765#687145,1,0.73
61163#652574#427768,0,0.03
531896#644059#436283,0,0.11
458843#645352#434990,1,0.99
489881#529517#550825,0,0.15
574452#533331#547011,0,0.25
69804#403784#676138,1,0.99
53365#39286#1065810,0,0.28
468051#253623#829378,0,0.29
393459#427034#652948,1,0.97
97233#844851#235491,1,0.97
141794#345489#735195,0,0.03
397227#185413#902732,1,1.0
65689#246518#836476,0,0.12
272685#707984#372358,1,0.99
20986#393502#686408,0,0.17
403674#531133#549209,0,0.28
67148#39299#1065797,0,0.12
272134#435689#644540,0,0.24
389702#549724#530618,1,0.33
119103#760509#319833,1,0.68
104957#222494#860299,1,0.9
110895#754032#326310,0,0.4
188189#997140#83202,1,0.54
389508#237178#845779,0,0.11
507945#1021491#58851,0,0.09
118468#751030#329312,0,0.06
107973#1033918#46424,1,0.92
90517#898922#181420,1,1.0
215274#1036120#44222,0,0.25
227585#796466#283876,0,0.23
466139#783311#297031,1,1.0
253892#600476#479866,0,0.36
274801#15894#1080401,0,0.11
89329#294833#788259,0,0.18
33017#91063#996666,1,0.88
96789#164385#923732,0,0.05
14665#1034188#46154,0,0.14
482496#770177#310165,1,1.0
619821#161604#926501,1,0.93
225152#998739#81603,0,0.75
387827#848822#231520,1,0.4
421419#1062870#17472,0,0.44
254551#789873#290469,0,0.12
296606#497324#583018,0,0.28
297294#539837#540505,0,0.22
171136#527325#553017,1,0.38
466590#829911#250431,0,0.08
307828#32108#877522,0,0.09
289493#1019054#61288,1,0.92
321889#646613#433729,0,0.05
570210#745061#335281,0,0.33
22797#1077236#3106,1,0.37
286028#435782#644448,0,0.05
217971#1058044#22298,1,0.98
631694#975868#104474,1,0.97
164000#132752#955182,0,0.05
449193#147383#940711,1,1.0
24423#505727#574615,0,0.29
14697#642711#437631,0,0.06
130297#384984#694874,0,0.09
260939#282947#800107,0,0.03
80455#857152#223190,1,0.99
229581#1064664#15678,1,0.98
623558#730904#349438,0,0.23
341545#871712#208630,0,0.02
610303#587940#492402,0,0.08
281760#678562#401780,0,0.27
182561#850316#230026,0,0.18
271711#87761#1017528,0,0.07
442270#759109#321233,0,0.39
158326#457792#622543,0,0.13
376212#141841#946260,1,1.0
212811#639187#441155,1,0.98
46533#900551#179791,0,0.06
612497#246707#836288,1,1.0
624185#63387#1041609,0,0.05
135741#623772#456570,0,0.06
321766#205831#879436,0,0.17
35655#429854#650149,0,0.34
27543#542443#537899,1,1.0
187900#740561#339781,1,0.95
584486#794450#285892,0,0.09
153951#855806#224536,1,0.3
358485#724341#356001,1,1.0
624346#115241#972579,1,0.21
115081#1178#998220,0,0.21
507498#762747#317595,0,0.04
364824#596515#483827,1,0.99
515739#784947#295395,0,0.09
98601#807658#272684,0,0.15
28987#751308#329034,0,0.1
